"objective","budget","k","k_bis","constraint","package.cost","package.deaths","package.che.10","package.che.25","package.E"
"delta.deaths",10000000,0,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00149956237238001,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00149956237238001,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00149956237238001,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00149956237238001,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00149956237238001,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00149956237238001,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00149956237238001,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00149956237238001,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.00149956237238001,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.00149956237238001,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.00149956237238001,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00149956237238001,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00299912474476002,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00299912474476002,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00299912474476002,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00299912474476002,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00299912474476002,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00299912474476002,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00299912474476002,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00299912474476002,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.00299912474476002,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.00299912474476002,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.00299912474476002,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00299912474476002,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00449868711714003,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00449868711714003,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00449868711714003,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00449868711714003,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00449868711714003,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00449868711714003,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00449868711714003,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00449868711714003,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.00449868711714003,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.00449868711714003,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.00449868711714003,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00449868711714003,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00599824948952004,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00599824948952004,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00599824948952004,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00599824948952004,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00599824948952004,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00599824948952004,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00599824948952004,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00599824948952004,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.00599824948952004,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.00599824948952004,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.00599824948952004,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00599824948952004,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00749781186190005,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00749781186190005,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00749781186190005,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00749781186190005,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00749781186190005,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00749781186190005,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00749781186190005,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00749781186190005,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.00749781186190005,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.00749781186190005,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.00749781186190005,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00749781186190005,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00899737423428006,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00899737423428006,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00899737423428006,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00899737423428006,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.00899737423428006,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00899737423428006,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00899737423428006,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.00899737423428006,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.00899737423428006,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.00899737423428006,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.00899737423428006,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.00899737423428006,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0104969366066601,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0104969366066601,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0104969366066601,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0104969366066601,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0104969366066601,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.0104969366066601,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.0104969366066601,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.0104969366066601,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.0104969366066601,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.0104969366066601,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.0104969366066601,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0104969366066601,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0119964989790401,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0119964989790401,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0119964989790401,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0119964989790401,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0119964989790401,0.0896114649817897,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.0119964989790401,0.107533757978148,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.0119964989790401,0.125456050974506,"<=",9448280.91328106,2824.01381194084,0.0132910686263967,0.0079379006678718,0.135093535903612
"delta.deaths",10000000,0.0119964989790401,0.143378343970864,"<=",9039421.92232106,2718.69072324497,0.0130223651562078,0.00784712515013887,0.143937621349592
"delta.deaths",10000000,0.0119964989790401,0.161300636967222,"<=",9866949.79669615,2566.43325882835,0.0136583047674463,0.00808162434211519,0.163856088861771
"delta.deaths",10000000,0.0119964989790401,0.179222929963579,"<=",9120480.91570415,2335.25057202939,0.0129904781326289,0.00784766553375158,0.181886313530968
"delta.deaths",10000000,0.0119964989790401,0.197145222959937,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.215067515956295,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.232989808952653,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.250912101949011,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.268834394945369,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.286756687941727,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.304678980938085,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.322601273934443,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0119964989790401,0.340523566930801,"<=",0,0,0,0,0
"delta.deaths",10000000,0.0134960613514201,0,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0134960613514201,0.0179222929963579,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0134960613514201,0.0358445859927159,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0134960613514201,0.0537668789890738,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
"delta.deaths",10000000,0.0134960613514201,0.0716891719854318,"<=",9968633.38947294,2863.25963481754,0.0137337629011276,0.00793863087654332,0.0791977161384057
