"budget","package.deaths","package.che.10","package.E","int_n","packages_per_budget","interventions_per_package"
10000000,2764.23652392886,0.0137337418360291,0.0835445959865821,5,14,8
10000000,2764.23652392886,0.0137337418360291,0.0835445959865821,6,14,8
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,11,14,7
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,6,14,7
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,5,14,7
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,12,14,7
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,18,14,7
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,10,14,7
10000000,2658.91343523299,0.0134650383658403,0.0923886814325616,19,14,7
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,5,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,18,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,4,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,16,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,12,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,6,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,19,14,8
10000000,2360.17147188647,0.0152270192943786,0.130784706319239,15,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,12,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,5,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,18,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,4,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,19,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,6,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,11,14,8
10000000,2333.43643602479,0.0152014842994848,0.136429286913148,15,14,8
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,5,14,7
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,4,14,7
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,6,14,7
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,12,14,7
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,19,14,7
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,15,14,7
10000000,2254.8483831906,0.0149583158241897,0.139628791765218,18,14,7
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,8,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,5,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,17,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,9,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,6,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,14,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,12,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,20,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,7,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,1,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,15,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,11,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,13,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,3,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,2,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,10,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,4,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,18,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,19,24,20
100000000,6010.64884658112,0.148456674865621,0.0834179946997741,16,24,20
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,10,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,1,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,9,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,20,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,17,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,8,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,12,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,5,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,19,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,11,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,6,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,18,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,13,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,3,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,15,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,4,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,7,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,14,24,19
100000000,5905.32575788525,0.148187971395432,0.0922620801457537,2,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,1,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,10,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,12,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,8,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,19,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,20,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,17,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,9,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,6,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,5,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,3,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,13,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,15,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,4,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,14,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,16,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,18,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,7,24,19
100000000,5871.50474407937,0.148319397684657,0.180746995937899,11,24,19
100000000,5766.1816553835,0.148050694214468,0.189591081383878,4,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,11,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,1,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,13,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,8,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,7,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,15,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,19,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,6,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,17,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,5,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,12,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,10,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,3,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,9,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,14,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,20,24,18
100000000,5766.1816553835,0.148050694214468,0.189591081383878,18,24,18
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,10,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,3,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,13,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,8,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,18,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,20,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,14,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,6,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,15,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,19,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,4,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,9,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,1,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,16,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,5,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,12,24,17
100000000,5684.45570655187,0.0796240037528108,0.19619658934282,7,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,15,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,18,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,14,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,4,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,5,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,6,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,8,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,20,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,12,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,11,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,10,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,1,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,9,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,7,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,3,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,13,24,17
100000000,5657.7206706902,0.079598468757917,0.201841169936729,19,24,17
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,5,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,6,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,20,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,4,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,9,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,1,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,19,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,7,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,10,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,18,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,3,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,8,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,12,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,13,24,15
100000000,5480.10950696731,0.0793552792175234,0.209387554636976,14,24,15
100000000,5353.88518470446,0.148229236504539,0.267381004421445,3,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,10,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,16,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,12,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,7,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,6,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,17,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,13,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,20,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,5,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,1,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,11,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,8,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,18,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,4,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,19,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,14,24,18
100000000,5353.88518470446,0.148229236504539,0.267381004421445,15,24,18
100000000,5254.86207381577,0.14822921543944,0.271727884269621,19,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,17,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,11,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,20,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,6,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,14,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,5,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,12,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,4,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,13,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,16,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,3,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,8,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,18,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,10,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,1,24,17
100000000,5254.86207381577,0.14822921543944,0.271727884269621,7,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,10,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,8,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,15,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,20,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,5,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,11,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,7,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,1,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,18,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,13,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,6,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,16,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,12,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,14,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,4,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,19,24,17
100000000,5245.42420001115,0.0797770110479875,0.279631092974295,3,24,17
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,1,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,7,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,20,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,15,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,13,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,6,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,8,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,19,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,3,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,12,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,10,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,18,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,5,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,14,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,4,24,16
100000000,5140.10111131528,0.0795083075777986,0.288475178420275,11,24,16
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,13,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,19,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,4,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,20,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,11,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,6,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,5,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,7,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,8,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,10,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,3,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,14,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,1,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,18,24,15
100000000,5041.07800042659,0.0795082865127001,0.292822058268451,12,24,15
100000000,4816.82948379726,0.147751899892448,0.311883008231724,20,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,16,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,4,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,14,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,8,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,3,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,5,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,12,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,1,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,11,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,7,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,15,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,18,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,13,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,19,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,17,24,17
100000000,4816.82948379726,0.147751899892448,0.311883008231724,6,24,17
100000000,4738.24143096307,0.147508731417153,0.315082513083794,4,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,15,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,5,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,12,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,18,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,3,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,8,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,7,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,6,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,14,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,20,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,13,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,17,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,1,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,19,24,16
100000000,4738.24143096307,0.147508731417153,0.315082513083794,16,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,6,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,13,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,14,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,20,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,8,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,1,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,4,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,3,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,19,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,17,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,18,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,7,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,15,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,11,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,5,24,16
100000000,4711.50639510139,0.147483196422259,0.320727093677704,12,24,16
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,7,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,3,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,4,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,19,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,20,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,6,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,14,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,5,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,16,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,13,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,15,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,12,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,18,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,1,24,15
100000000,4629.78044626976,0.0790565059606013,0.327332601636645,8,24,15
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,4,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,6,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,8,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,19,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,12,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,14,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,7,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,20,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,18,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,3,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,13,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,1,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,15,24,14
100000000,4524.45735757389,0.0787878024904125,0.336176687082625,5,24,14
100000000,4425.4342466852,0.078787781425314,0.340523566930801,14,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,19,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,6,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,8,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,3,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,7,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,5,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,1,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,13,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,12,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,20,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,4,24,13
100000000,4425.4342466852,0.078787781425314,0.340523566930801,18,24,13
100000000,4609.34538821526,0.0792996533707979,0.328479976632752,8,24,15
