"budget","package.deaths","package.che.10","package.E","int_n","packages_per_budget","interventions_per_package","MAX_Health","MAX_FRP","MAX_Equity","distance_max_Health_CHE","distance_max_Health_Equity","distance_max_CHE_Equity"
100000000,4425.4342466852,0.078787781425314,0.340523566930801,14,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,19,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,6,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,8,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,3,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,7,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,5,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,1,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,13,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,12,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,20,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,4,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
100000000,4425.4342466852,0.078787781425314,0.340523566930801,18,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,8,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,12,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,6,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,2,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,16,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,9,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,11,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,7,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,15,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,13,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,10,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,5,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,14,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,19,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,18,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,5122.53629881997,0.0166392515263834,0.000270909713094271,4,90,16,1,NA,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,8,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,14,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,11,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,19,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,3,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,13,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,12,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,6,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,5,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3643.52157497455,0.0154323912869005,0.308001507941209,7,90,10,NA,NA,1,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,18,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,5,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,11,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,14,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,4,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,13,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,6,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,19,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,12,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,17,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
32500000,3816.01543546248,0.0845675882489954,0.126880499569853,10,90,11,NA,1,NA,0.937672029681927,1.04010027878018,1.00760547370024
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,3,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,10,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,18,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,4,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,13,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,9,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,5,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,1,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,2,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,6,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,15,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,12,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,8,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,16,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,11,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,14,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,19,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,5545.68932805646,0.0217314431329325,0.0795822522745049,7,60,18,1,NA,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,8,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,3,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,7,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,6,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,14,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,5,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,12,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,20,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,19,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,13,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,4292.743903493,0.0763062367364603,0.334418692885851,18,60,11,NA,NA,1,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,16,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,20,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,10,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,1,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,6,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,17,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,12,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,13,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,18,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,11,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,5,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,19,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
55000000,3701.13882145241,0.143342417801079,0.12929470152171,4,60,13,NA,1,NA,0.923309787384371,0.881298669116082,0.778664955421862
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,15,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,13,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,11,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,10,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,20,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,14,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,3,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,8,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,19,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,9,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,1,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,2,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,4,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,7,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,18,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,5,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,16,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,6,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5902.18786188781,0.0800044494090694,0.095668083252625,12,34,19,1,NA,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,13,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,19,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,6,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,8,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,12,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,7,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,4,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,18,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,20,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,3,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,5,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,14,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,4425.4342466852,0.078787781425314,0.340523566930801,1,34,13,NA,NA,1,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,14,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,19,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,20,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,16,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,15,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,6,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,10,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,13,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,4,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,12,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,11,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,18,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,5,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,3,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,8,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,17,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
77500000,5637.97715399389,0.148048838097561,0.133531975123306,9,34,17,NA,1,NA,0.474981123864965,0.761387681459837,0.794080258577024
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,1,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,2,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,3,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,4,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,5,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,6,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,7,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,8,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,9,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,10,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,11,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,12,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,13,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,14,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,15,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,16,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,17,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,18,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,19,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,6010.64884658112,0.148456674865621,0.0834179946997741,20,24,20,1,1,NA,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,19,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,13,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,20,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,8,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,14,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,1,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,12,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,7,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
200000000,4425.4342466852,0.078787781425314,0.340523566930801,18,24,13,NA,NA,1,0,0.927284934848963,0.927284934848963
