"int_n","objective","budget","fund"
12,"delta.deaths.UB",84368421.0526316,1
13,"delta.deaths.UB",84368421.0526316,1
14,"delta.deaths.UB",84368421.0526316,1
15,"delta.deaths.UB",84368421.0526316,1
16,"delta.deaths.UB",84368421.0526316,1
17,"delta.deaths.UB",84368421.0526316,1
18,"delta.deaths.UB",84368421.0526316,1
19,"delta.deaths.UB",84368421.0526316,1
20,"delta.deaths.UB",84368421.0526316,1
1,"che.10.UB",84368421.0526316,1
2,"che.10.UB",84368421.0526316,1
3,"che.10.UB",84368421.0526316,1
4,"che.10.UB",84368421.0526316,1
5,"che.10.UB",84368421.0526316,1
6,"che.10.UB",84368421.0526316,1
7,"che.10.UB",84368421.0526316,0
8,"che.10.UB",84368421.0526316,1
9,"che.10.UB",84368421.0526316,1
10,"che.10.UB",84368421.0526316,1
11,"che.10.UB",84368421.0526316,1
12,"che.10.UB",84368421.0526316,1
13,"che.10.UB",84368421.0526316,1
14,"che.10.UB",84368421.0526316,1
15,"che.10.UB",84368421.0526316,1
16,"che.10.UB",84368421.0526316,1
17,"che.10.UB",84368421.0526316,1
18,"che.10.UB",84368421.0526316,1
19,"che.10.UB",84368421.0526316,1
20,"che.10.UB",84368421.0526316,1
1,"delta.deaths.npv",84368421.0526316,0
2,"delta.deaths.npv",84368421.0526316,1
3,"delta.deaths.npv",84368421.0526316,1
4,"delta.deaths.npv",84368421.0526316,1
5,"delta.deaths.npv",84368421.0526316,1
6,"delta.deaths.npv",84368421.0526316,1
7,"delta.deaths.npv",84368421.0526316,1
8,"delta.deaths.npv",84368421.0526316,1
9,"delta.deaths.npv",84368421.0526316,1
10,"delta.deaths.npv",84368421.0526316,1
11,"delta.deaths.npv",84368421.0526316,1
12,"delta.deaths.npv",84368421.0526316,1
13,"delta.deaths.npv",84368421.0526316,1
14,"delta.deaths.npv",84368421.0526316,1
15,"delta.deaths.npv",84368421.0526316,1
16,"delta.deaths.npv",84368421.0526316,1
17,"delta.deaths.npv",84368421.0526316,1
18,"delta.deaths.npv",84368421.0526316,1
19,"delta.deaths.npv",84368421.0526316,1
20,"delta.deaths.npv",84368421.0526316,1
1,"E",84368421.0526316,1
2,"E",84368421.0526316,0
3,"E",84368421.0526316,1
4,"E",84368421.0526316,1
5,"E",84368421.0526316,1
6,"E",84368421.0526316,1
7,"E",84368421.0526316,1
8,"E",84368421.0526316,1
9,"E",84368421.0526316,0
10,"E",84368421.0526316,0
11,"E",84368421.0526316,0
12,"E",84368421.0526316,1
13,"E",84368421.0526316,1
14,"E",84368421.0526316,1
15,"E",84368421.0526316,0
16,"E",84368421.0526316,0
17,"E",84368421.0526316,0
18,"E",84368421.0526316,1
19,"E",84368421.0526316,1
20,"E",84368421.0526316,1
1,"E.LB",84368421.0526316,0
2,"E.LB",84368421.0526316,0
3,"E.LB",84368421.0526316,1
4,"E.LB",84368421.0526316,0
5,"E.LB",84368421.0526316,0
6,"E.LB",84368421.0526316,0
7,"E.LB",84368421.0526316,0
8,"E.LB",84368421.0526316,0
9,"E.LB",84368421.0526316,0
10,"E.LB",84368421.0526316,0
11,"E.LB",84368421.0526316,0
12,"E.LB",84368421.0526316,0
13,"E.LB",84368421.0526316,1
14,"E.LB",84368421.0526316,0
15,"E.LB",84368421.0526316,0
16,"E.LB",84368421.0526316,0
17,"E.LB",84368421.0526316,0
18,"E.LB",84368421.0526316,0
19,"E.LB",84368421.0526316,0
20,"E.LB",84368421.0526316,0
1,"E.UB",84368421.0526316,0
2,"E.UB",84368421.0526316,1
3,"E.UB",84368421.0526316,1
4,"E.UB",84368421.0526316,1
5,"E.UB",84368421.0526316,1
6,"E.UB",84368421.0526316,1
7,"E.UB",84368421.0526316,1
8,"E.UB",84368421.0526316,1
9,"E.UB",84368421.0526316,1
10,"E.UB",84368421.0526316,1
11,"E.UB",84368421.0526316,1
12,"E.UB",84368421.0526316,1
13,"E.UB",84368421.0526316,1
14,"E.UB",84368421.0526316,1
15,"E.UB",84368421.0526316,1
16,"E.UB",84368421.0526316,1
17,"E.UB",84368421.0526316,1
18,"E.UB",84368421.0526316,1
19,"E.UB",84368421.0526316,1
20,"E.UB",84368421.0526316,1
1,"delta.deaths",89578947.368421,1
2,"delta.deaths",89578947.368421,1
3,"delta.deaths",89578947.368421,1
4,"delta.deaths",89578947.368421,1
5,"delta.deaths",89578947.368421,1
6,"delta.deaths",89578947.368421,1
7,"delta.deaths",89578947.368421,1
8,"delta.deaths",89578947.368421,1
9,"delta.deaths",89578947.368421,1
10,"delta.deaths",89578947.368421,1
11,"delta.deaths",89578947.368421,1
12,"delta.deaths",89578947.368421,1
13,"delta.deaths",89578947.368421,1
14,"delta.deaths",89578947.368421,1
15,"delta.deaths",89578947.368421,1
16,"delta.deaths",89578947.368421,1
17,"delta.deaths",89578947.368421,1
18,"delta.deaths",89578947.368421,1
19,"delta.deaths",89578947.368421,1
20,"delta.deaths",89578947.368421,1
1,"che.10",89578947.368421,1
2,"che.10",89578947.368421,1
3,"che.10",89578947.368421,1
4,"che.10",89578947.368421,1
5,"che.10",89578947.368421,1
6,"che.10",89578947.368421,1
7,"che.10",89578947.368421,1
8,"che.10",89578947.368421,1
9,"che.10",89578947.368421,1
10,"che.10",89578947.368421,1
11,"che.10",89578947.368421,1
12,"che.10",89578947.368421,1
13,"che.10",89578947.368421,1
14,"che.10",89578947.368421,1
15,"che.10",89578947.368421,1
16,"che.10",89578947.368421,1
17,"che.10",89578947.368421,1
18,"che.10",89578947.368421,1
19,"che.10",89578947.368421,1
20,"che.10",89578947.368421,1
1,"che.25",89578947.368421,1
2,"che.25",89578947.368421,1
3,"che.25",89578947.368421,1
4,"che.25",89578947.368421,1
5,"che.25",89578947.368421,1
6,"che.25",89578947.368421,1
7,"che.25",89578947.368421,1
8,"che.25",89578947.368421,1
9,"che.25",89578947.368421,1
10,"che.25",89578947.368421,1
11,"che.25",89578947.368421,1
12,"che.25",89578947.368421,1
13,"che.25",89578947.368421,1
14,"che.25",89578947.368421,1
15,"che.25",89578947.368421,1
16,"che.25",89578947.368421,1
17,"che.25",89578947.368421,1
18,"che.25",89578947.368421,1
19,"che.25",89578947.368421,1
20,"che.25",89578947.368421,1
1,"delta.deaths.LB",89578947.368421,1
2,"delta.deaths.LB",89578947.368421,1
3,"delta.deaths.LB",89578947.368421,1
4,"delta.deaths.LB",89578947.368421,1
5,"delta.deaths.LB",89578947.368421,1
6,"delta.deaths.LB",89578947.368421,1
7,"delta.deaths.LB",89578947.368421,1
8,"delta.deaths.LB",89578947.368421,1
9,"delta.deaths.LB",89578947.368421,1
10,"delta.deaths.LB",89578947.368421,1
11,"delta.deaths.LB",89578947.368421,1
12,"delta.deaths.LB",89578947.368421,1
13,"delta.deaths.LB",89578947.368421,1
14,"delta.deaths.LB",89578947.368421,1
15,"delta.deaths.LB",89578947.368421,1
16,"delta.deaths.LB",89578947.368421,1
17,"delta.deaths.LB",89578947.368421,1
18,"delta.deaths.LB",89578947.368421,1
19,"delta.deaths.LB",89578947.368421,1
20,"delta.deaths.LB",89578947.368421,1
1,"che.10.LB",89578947.368421,1
2,"che.10.LB",89578947.368421,1
3,"che.10.LB",89578947.368421,1
4,"che.10.LB",89578947.368421,1
5,"che.10.LB",89578947.368421,1
6,"che.10.LB",89578947.368421,1
7,"che.10.LB",89578947.368421,1
8,"che.10.LB",89578947.368421,1
9,"che.10.LB",89578947.368421,1
10,"che.10.LB",89578947.368421,1
11,"che.10.LB",89578947.368421,1
12,"che.10.LB",89578947.368421,1
13,"che.10.LB",89578947.368421,1
14,"che.10.LB",89578947.368421,1
15,"che.10.LB",89578947.368421,1
16,"che.10.LB",89578947.368421,1
17,"che.10.LB",89578947.368421,1
18,"che.10.LB",89578947.368421,1
19,"che.10.LB",89578947.368421,1
20,"che.10.LB",89578947.368421,1
1,"delta.deaths.UB",89578947.368421,1
2,"delta.deaths.UB",89578947.368421,1
3,"delta.deaths.UB",89578947.368421,1
4,"delta.deaths.UB",89578947.368421,1
5,"delta.deaths.UB",89578947.368421,1
6,"delta.deaths.UB",89578947.368421,1
7,"delta.deaths.UB",89578947.368421,1
8,"delta.deaths.UB",89578947.368421,1
9,"delta.deaths.UB",89578947.368421,1
10,"delta.deaths.UB",89578947.368421,1
11,"delta.deaths.UB",89578947.368421,1
12,"delta.deaths.UB",89578947.368421,1
13,"delta.deaths.UB",89578947.368421,1
14,"delta.deaths.UB",89578947.368421,1
15,"delta.deaths.UB",89578947.368421,1
16,"delta.deaths.UB",89578947.368421,1
17,"delta.deaths.UB",89578947.368421,1
18,"delta.deaths.UB",89578947.368421,1
19,"delta.deaths.UB",89578947.368421,1
20,"delta.deaths.UB",89578947.368421,1
1,"che.10.UB",89578947.368421,1
2,"che.10.UB",89578947.368421,1
3,"che.10.UB",89578947.368421,1
4,"che.10.UB",89578947.368421,1
5,"che.10.UB",89578947.368421,1
6,"che.10.UB",89578947.368421,1
7,"che.10.UB",89578947.368421,1
8,"che.10.UB",89578947.368421,1
9,"che.10.UB",89578947.368421,1
10,"che.10.UB",89578947.368421,1
11,"che.10.UB",89578947.368421,1
12,"che.10.UB",89578947.368421,1
13,"che.10.UB",89578947.368421,1
14,"che.10.UB",89578947.368421,1
15,"che.10.UB",89578947.368421,1
16,"che.10.UB",89578947.368421,1
17,"che.10.UB",89578947.368421,1
18,"che.10.UB",89578947.368421,1
19,"che.10.UB",89578947.368421,1
20,"che.10.UB",89578947.368421,1
1,"delta.deaths.npv",89578947.368421,1
2,"delta.deaths.npv",89578947.368421,1
3,"delta.deaths.npv",89578947.368421,1
4,"delta.deaths.npv",89578947.368421,1
5,"delta.deaths.npv",89578947.368421,1
6,"delta.deaths.npv",89578947.368421,1
7,"delta.deaths.npv",89578947.368421,1
8,"delta.deaths.npv",89578947.368421,1
9,"delta.deaths.npv",89578947.368421,1
10,"delta.deaths.npv",89578947.368421,1
11,"delta.deaths.npv",89578947.368421,1
12,"delta.deaths.npv",89578947.368421,1
13,"delta.deaths.npv",89578947.368421,1
14,"delta.deaths.npv",89578947.368421,1
15,"delta.deaths.npv",89578947.368421,1
16,"delta.deaths.npv",89578947.368421,1
17,"delta.deaths.npv",89578947.368421,1
18,"delta.deaths.npv",89578947.368421,1
19,"delta.deaths.npv",89578947.368421,1
20,"delta.deaths.npv",89578947.368421,1
1,"E",89578947.368421,1
2,"E",89578947.368421,0
3,"E",89578947.368421,1
4,"E",89578947.368421,1
5,"E",89578947.368421,1
6,"E",89578947.368421,1
7,"E",89578947.368421,1
8,"E",89578947.368421,1
9,"E",89578947.368421,0
10,"E",89578947.368421,0
11,"E",89578947.368421,0
12,"E",89578947.368421,1
13,"E",89578947.368421,1
14,"E",89578947.368421,1
15,"E",89578947.368421,0
16,"E",89578947.368421,0
17,"E",89578947.368421,0
18,"E",89578947.368421,1
19,"E",89578947.368421,1
20,"E",89578947.368421,1
1,"E.LB",89578947.368421,0
2,"E.LB",89578947.368421,0
3,"E.LB",89578947.368421,1
4,"E.LB",89578947.368421,0
5,"E.LB",89578947.368421,0
6,"E.LB",89578947.368421,0
7,"E.LB",89578947.368421,0
8,"E.LB",89578947.368421,0
9,"E.LB",89578947.368421,0
10,"E.LB",89578947.368421,0
11,"E.LB",89578947.368421,0
12,"E.LB",89578947.368421,0
13,"E.LB",89578947.368421,1
14,"E.LB",89578947.368421,0
15,"E.LB",89578947.368421,0
16,"E.LB",89578947.368421,0
17,"E.LB",89578947.368421,0
18,"E.LB",89578947.368421,0
19,"E.LB",89578947.368421,0
20,"E.LB",89578947.368421,0
1,"E.UB",89578947.368421,1
2,"E.UB",89578947.368421,1
3,"E.UB",89578947.368421,1
4,"E.UB",89578947.368421,1
5,"E.UB",89578947.368421,1
6,"E.UB",89578947.368421,1
7,"E.UB",89578947.368421,1
8,"E.UB",89578947.368421,1
9,"E.UB",89578947.368421,1
10,"E.UB",89578947.368421,1
11,"E.UB",89578947.368421,1
12,"E.UB",89578947.368421,1
13,"E.UB",89578947.368421,1
14,"E.UB",89578947.368421,1
15,"E.UB",89578947.368421,1
16,"E.UB",89578947.368421,1
17,"E.UB",89578947.368421,1
18,"E.UB",89578947.368421,1
19,"E.UB",89578947.368421,1
20,"E.UB",89578947.368421,1
1,"delta.deaths",94789473.6842105,1
2,"delta.deaths",94789473.6842105,1
3,"delta.deaths",94789473.6842105,1
4,"delta.deaths",94789473.6842105,1
5,"delta.deaths",94789473.6842105,1
6,"delta.deaths",94789473.6842105,1
7,"delta.deaths",94789473.6842105,1
8,"delta.deaths",94789473.6842105,1
9,"delta.deaths",94789473.6842105,1
10,"delta.deaths",94789473.6842105,1
11,"delta.deaths",94789473.6842105,1
12,"delta.deaths",94789473.6842105,1
13,"delta.deaths",94789473.6842105,1
14,"delta.deaths",94789473.6842105,1
15,"delta.deaths",94789473.6842105,1
16,"delta.deaths",94789473.6842105,1
17,"delta.deaths",94789473.6842105,1
18,"delta.deaths",94789473.6842105,1
19,"delta.deaths",94789473.6842105,1
20,"delta.deaths",94789473.6842105,1
1,"che.10",94789473.6842105,1
2,"che.10",94789473.6842105,1
3,"che.10",94789473.6842105,1
4,"che.10",94789473.6842105,1
5,"che.10",94789473.6842105,1
6,"che.10",94789473.6842105,1
7,"che.10",94789473.6842105,1
8,"che.10",94789473.6842105,1
9,"che.10",94789473.6842105,1
10,"che.10",94789473.6842105,1
11,"che.10",94789473.6842105,1
12,"che.10",94789473.6842105,1
13,"che.10",94789473.6842105,1
14,"che.10",94789473.6842105,1
15,"che.10",94789473.6842105,1
16,"che.10",94789473.6842105,1
17,"che.10",94789473.6842105,1
18,"che.10",94789473.6842105,1
19,"che.10",94789473.6842105,1
20,"che.10",94789473.6842105,1
1,"che.25",94789473.6842105,1
2,"che.25",94789473.6842105,1
3,"che.25",94789473.6842105,1
4,"che.25",94789473.6842105,1
5,"che.25",94789473.6842105,1
6,"che.25",94789473.6842105,1
7,"che.25",94789473.6842105,1
8,"che.25",94789473.6842105,1
9,"che.25",94789473.6842105,1
10,"che.25",94789473.6842105,1
11,"che.25",94789473.6842105,1
12,"che.25",94789473.6842105,1
13,"che.25",94789473.6842105,1
14,"che.25",94789473.6842105,1
15,"che.25",94789473.6842105,1
16,"che.25",94789473.6842105,1
17,"che.25",94789473.6842105,1
18,"che.25",94789473.6842105,1
19,"che.25",94789473.6842105,1
20,"che.25",94789473.6842105,1
1,"delta.deaths.LB",94789473.6842105,1
2,"delta.deaths.LB",94789473.6842105,1
3,"delta.deaths.LB",94789473.6842105,1
4,"delta.deaths.LB",94789473.6842105,1
5,"delta.deaths.LB",94789473.6842105,1
6,"delta.deaths.LB",94789473.6842105,1
7,"delta.deaths.LB",94789473.6842105,1
8,"delta.deaths.LB",94789473.6842105,1
9,"delta.deaths.LB",94789473.6842105,1
10,"delta.deaths.LB",94789473.6842105,1
11,"delta.deaths.LB",94789473.6842105,1
12,"delta.deaths.LB",94789473.6842105,1
13,"delta.deaths.LB",94789473.6842105,1
14,"delta.deaths.LB",94789473.6842105,1
15,"delta.deaths.LB",94789473.6842105,1
16,"delta.deaths.LB",94789473.6842105,1
17,"delta.deaths.LB",94789473.6842105,1
18,"delta.deaths.LB",94789473.6842105,1
19,"delta.deaths.LB",94789473.6842105,1
20,"delta.deaths.LB",94789473.6842105,1
1,"che.10.LB",94789473.6842105,1
2,"che.10.LB",94789473.6842105,1
3,"che.10.LB",94789473.6842105,1
4,"che.10.LB",94789473.6842105,1
5,"che.10.LB",94789473.6842105,1
6,"che.10.LB",94789473.6842105,1
7,"che.10.LB",94789473.6842105,1
8,"che.10.LB",94789473.6842105,1
9,"che.10.LB",94789473.6842105,1
10,"che.10.LB",94789473.6842105,1
11,"che.10.LB",94789473.6842105,1
12,"che.10.LB",94789473.6842105,1
13,"che.10.LB",94789473.6842105,1
14,"che.10.LB",94789473.6842105,1
15,"che.10.LB",94789473.6842105,1
16,"che.10.LB",94789473.6842105,1
17,"che.10.LB",94789473.6842105,1
18,"che.10.LB",94789473.6842105,1
19,"che.10.LB",94789473.6842105,1
20,"che.10.LB",94789473.6842105,1
1,"delta.deaths.UB",94789473.6842105,1
2,"delta.deaths.UB",94789473.6842105,1
3,"delta.deaths.UB",94789473.6842105,1
4,"delta.deaths.UB",94789473.6842105,1
5,"delta.deaths.UB",94789473.6842105,1
6,"delta.deaths.UB",94789473.6842105,1
7,"delta.deaths.UB",94789473.6842105,1
8,"delta.deaths.UB",94789473.6842105,1
9,"delta.deaths.UB",94789473.6842105,1
10,"delta.deaths.UB",94789473.6842105,1
11,"delta.deaths.UB",94789473.6842105,1
12,"delta.deaths.UB",94789473.6842105,1
13,"delta.deaths.UB",94789473.6842105,1
14,"delta.deaths.UB",94789473.6842105,1
15,"delta.deaths.UB",94789473.6842105,1
16,"delta.deaths.UB",94789473.6842105,1
17,"delta.deaths.UB",94789473.6842105,1
18,"delta.deaths.UB",94789473.6842105,1
19,"delta.deaths.UB",94789473.6842105,1
20,"delta.deaths.UB",94789473.6842105,1
1,"che.10.UB",94789473.6842105,1
2,"che.10.UB",94789473.6842105,1
3,"che.10.UB",94789473.6842105,1
4,"che.10.UB",94789473.6842105,1
5,"che.10.UB",94789473.6842105,1
6,"che.10.UB",94789473.6842105,1
7,"che.10.UB",94789473.6842105,1
8,"che.10.UB",94789473.6842105,1
9,"che.10.UB",94789473.6842105,1
10,"che.10.UB",94789473.6842105,1
11,"che.10.UB",94789473.6842105,1
12,"che.10.UB",94789473.6842105,1
13,"che.10.UB",94789473.6842105,1
14,"che.10.UB",94789473.6842105,1
15,"che.10.UB",94789473.6842105,1
16,"che.10.UB",94789473.6842105,1
17,"che.10.UB",94789473.6842105,1
18,"che.10.UB",94789473.6842105,1
19,"che.10.UB",94789473.6842105,1
20,"che.10.UB",94789473.6842105,1
1,"delta.deaths.npv",94789473.6842105,1
2,"delta.deaths.npv",94789473.6842105,1
3,"delta.deaths.npv",94789473.6842105,1
4,"delta.deaths.npv",94789473.6842105,1
5,"delta.deaths.npv",94789473.6842105,1
6,"delta.deaths.npv",94789473.6842105,1
7,"delta.deaths.npv",94789473.6842105,1
8,"delta.deaths.npv",94789473.6842105,1
9,"delta.deaths.npv",94789473.6842105,1
10,"delta.deaths.npv",94789473.6842105,1
11,"delta.deaths.npv",94789473.6842105,1
12,"delta.deaths.npv",94789473.6842105,1
13,"delta.deaths.npv",94789473.6842105,1
14,"delta.deaths.npv",94789473.6842105,1
15,"delta.deaths.npv",94789473.6842105,1
16,"delta.deaths.npv",94789473.6842105,1
17,"delta.deaths.npv",94789473.6842105,1
18,"delta.deaths.npv",94789473.6842105,1
19,"delta.deaths.npv",94789473.6842105,1
20,"delta.deaths.npv",94789473.6842105,1
1,"E",94789473.6842105,1
2,"E",94789473.6842105,0
3,"E",94789473.6842105,1
4,"E",94789473.6842105,1
5,"E",94789473.6842105,1
6,"E",94789473.6842105,1
7,"E",94789473.6842105,1
8,"E",94789473.6842105,1
9,"E",94789473.6842105,0
10,"E",94789473.6842105,0
11,"E",94789473.6842105,0
12,"E",94789473.6842105,1
13,"E",94789473.6842105,1
14,"E",94789473.6842105,1
15,"E",94789473.6842105,0
16,"E",94789473.6842105,0
17,"E",94789473.6842105,0
18,"E",94789473.6842105,1
19,"E",94789473.6842105,1
20,"E",94789473.6842105,1
1,"E.LB",94789473.6842105,0
2,"E.LB",94789473.6842105,0
3,"E.LB",94789473.6842105,1
4,"E.LB",94789473.6842105,0
5,"E.LB",94789473.6842105,0
6,"E.LB",94789473.6842105,0
7,"E.LB",94789473.6842105,0
8,"E.LB",94789473.6842105,0
9,"E.LB",94789473.6842105,0
10,"E.LB",94789473.6842105,0
11,"E.LB",94789473.6842105,0
12,"E.LB",94789473.6842105,0
13,"E.LB",94789473.6842105,1
14,"E.LB",94789473.6842105,0
15,"E.LB",94789473.6842105,0
16,"E.LB",94789473.6842105,0
17,"E.LB",94789473.6842105,0
18,"E.LB",94789473.6842105,0
19,"E.LB",94789473.6842105,0
20,"E.LB",94789473.6842105,0
1,"E.UB",94789473.6842105,1
2,"E.UB",94789473.6842105,1
3,"E.UB",94789473.6842105,1
4,"E.UB",94789473.6842105,1
5,"E.UB",94789473.6842105,1
6,"E.UB",94789473.6842105,1
7,"E.UB",94789473.6842105,1
8,"E.UB",94789473.6842105,1
9,"E.UB",94789473.6842105,1
10,"E.UB",94789473.6842105,1
11,"E.UB",94789473.6842105,1
12,"E.UB",94789473.6842105,1
13,"E.UB",94789473.6842105,1
14,"E.UB",94789473.6842105,1
15,"E.UB",94789473.6842105,1
16,"E.UB",94789473.6842105,1
17,"E.UB",94789473.6842105,1
18,"E.UB",94789473.6842105,1
19,"E.UB",94789473.6842105,1
20,"E.UB",94789473.6842105,1
1,"delta.deaths",100000000,1
2,"delta.deaths",100000000,1
3,"delta.deaths",100000000,1
4,"delta.deaths",100000000,1
5,"delta.deaths",100000000,1
6,"delta.deaths",100000000,1
7,"delta.deaths",100000000,1
8,"delta.deaths",100000000,1
9,"delta.deaths",100000000,1
10,"delta.deaths",100000000,1
11,"delta.deaths",100000000,1
12,"delta.deaths",100000000,1
13,"delta.deaths",100000000,1
14,"delta.deaths",100000000,1
15,"delta.deaths",100000000,1
16,"delta.deaths",100000000,1
17,"delta.deaths",100000000,1
18,"delta.deaths",100000000,1
19,"delta.deaths",100000000,1
20,"delta.deaths",100000000,1
1,"che.10",100000000,1
2,"che.10",100000000,1
3,"che.10",100000000,1
4,"che.10",100000000,1
5,"che.10",100000000,1
6,"che.10",100000000,1
7,"che.10",100000000,1
8,"che.10",100000000,1
9,"che.10",100000000,1
10,"che.10",100000000,1
11,"che.10",100000000,1
12,"che.10",100000000,1
13,"che.10",100000000,1
14,"che.10",100000000,1
15,"che.10",100000000,1
16,"che.10",100000000,1
17,"che.10",100000000,1
18,"che.10",100000000,1
19,"che.10",100000000,1
20,"che.10",100000000,1
1,"che.25",100000000,1
2,"che.25",100000000,1
3,"che.25",100000000,1
4,"che.25",100000000,1
5,"che.25",100000000,1
6,"che.25",100000000,1
7,"che.25",100000000,1
8,"che.25",100000000,1
9,"che.25",100000000,1
10,"che.25",100000000,1
11,"che.25",100000000,1
12,"che.25",100000000,1
13,"che.25",100000000,1
14,"che.25",100000000,1
15,"che.25",100000000,1
16,"che.25",100000000,1
17,"che.25",100000000,1
18,"che.25",100000000,1
19,"che.25",100000000,1
20,"che.25",100000000,1
1,"delta.deaths.LB",100000000,1
2,"delta.deaths.LB",100000000,1
3,"delta.deaths.LB",100000000,1
4,"delta.deaths.LB",100000000,1
5,"delta.deaths.LB",100000000,1
6,"delta.deaths.LB",100000000,1
7,"delta.deaths.LB",100000000,1
8,"delta.deaths.LB",100000000,1
9,"delta.deaths.LB",100000000,1
10,"delta.deaths.LB",100000000,1
11,"delta.deaths.LB",100000000,1
12,"delta.deaths.LB",100000000,1
13,"delta.deaths.LB",100000000,1
14,"delta.deaths.LB",100000000,1
15,"delta.deaths.LB",100000000,1
16,"delta.deaths.LB",100000000,1
17,"delta.deaths.LB",100000000,1
18,"delta.deaths.LB",100000000,1
19,"delta.deaths.LB",100000000,1
20,"delta.deaths.LB",100000000,1
1,"che.10.LB",100000000,1
2,"che.10.LB",100000000,1
3,"che.10.LB",100000000,1
4,"che.10.LB",100000000,1
5,"che.10.LB",100000000,1
6,"che.10.LB",100000000,1
7,"che.10.LB",100000000,1
8,"che.10.LB",100000000,1
9,"che.10.LB",100000000,1
10,"che.10.LB",100000000,1
11,"che.10.LB",100000000,1
12,"che.10.LB",100000000,1
13,"che.10.LB",100000000,1
14,"che.10.LB",100000000,1
15,"che.10.LB",100000000,1
16,"che.10.LB",100000000,1
17,"che.10.LB",100000000,1
18,"che.10.LB",100000000,1
19,"che.10.LB",100000000,1
20,"che.10.LB",100000000,1
1,"delta.deaths.UB",100000000,1
2,"delta.deaths.UB",100000000,1
3,"delta.deaths.UB",100000000,1
4,"delta.deaths.UB",100000000,1
5,"delta.deaths.UB",100000000,1
6,"delta.deaths.UB",100000000,1
7,"delta.deaths.UB",100000000,1
8,"delta.deaths.UB",100000000,1
9,"delta.deaths.UB",100000000,1
10,"delta.deaths.UB",100000000,1
11,"delta.deaths.UB",100000000,1
12,"delta.deaths.UB",100000000,1
13,"delta.deaths.UB",100000000,1
14,"delta.deaths.UB",100000000,1
15,"delta.deaths.UB",100000000,1
16,"delta.deaths.UB",100000000,1
17,"delta.deaths.UB",100000000,1
18,"delta.deaths.UB",100000000,1
19,"delta.deaths.UB",100000000,1
20,"delta.deaths.UB",100000000,1
1,"che.10.UB",100000000,1
2,"che.10.UB",100000000,1
3,"che.10.UB",100000000,1
4,"che.10.UB",100000000,1
5,"che.10.UB",100000000,1
6,"che.10.UB",100000000,1
7,"che.10.UB",100000000,1
8,"che.10.UB",100000000,1
9,"che.10.UB",100000000,1
10,"che.10.UB",100000000,1
11,"che.10.UB",100000000,1
12,"che.10.UB",100000000,1
13,"che.10.UB",100000000,1
14,"che.10.UB",100000000,1
15,"che.10.UB",100000000,1
16,"che.10.UB",100000000,1
17,"che.10.UB",100000000,1
18,"che.10.UB",100000000,1
19,"che.10.UB",100000000,1
20,"che.10.UB",100000000,1
1,"delta.deaths.npv",100000000,1
2,"delta.deaths.npv",100000000,1
3,"delta.deaths.npv",100000000,1
4,"delta.deaths.npv",100000000,1
5,"delta.deaths.npv",100000000,1
6,"delta.deaths.npv",100000000,1
7,"delta.deaths.npv",100000000,1
8,"delta.deaths.npv",100000000,1
9,"delta.deaths.npv",100000000,1
10,"delta.deaths.npv",100000000,1
11,"delta.deaths.npv",100000000,1
12,"delta.deaths.npv",100000000,1
13,"delta.deaths.npv",100000000,1
14,"delta.deaths.npv",100000000,1
15,"delta.deaths.npv",100000000,1
16,"delta.deaths.npv",100000000,1
17,"delta.deaths.npv",100000000,1
18,"delta.deaths.npv",100000000,1
19,"delta.deaths.npv",100000000,1
20,"delta.deaths.npv",100000000,1
1,"E",100000000,1
2,"E",100000000,0
3,"E",100000000,1
4,"E",100000000,1
5,"E",100000000,1
6,"E",100000000,1
7,"E",100000000,1
8,"E",100000000,1
9,"E",100000000,0
10,"E",100000000,0
11,"E",100000000,0
12,"E",100000000,1
13,"E",100000000,1
14,"E",100000000,1
15,"E",100000000,0
16,"E",100000000,0
17,"E",100000000,0
18,"E",100000000,1
19,"E",100000000,1
20,"E",100000000,1
1,"E.LB",100000000,0
2,"E.LB",100000000,0
3,"E.LB",100000000,1
4,"E.LB",100000000,0
5,"E.LB",100000000,0
6,"E.LB",100000000,0
7,"E.LB",100000000,0
8,"E.LB",100000000,0
9,"E.LB",100000000,0
10,"E.LB",100000000,0
11,"E.LB",100000000,0
12,"E.LB",100000000,0
13,"E.LB",100000000,1
14,"E.LB",100000000,0
15,"E.LB",100000000,0
16,"E.LB",100000000,0
17,"E.LB",100000000,0
18,"E.LB",100000000,0
19,"E.LB",100000000,0
20,"E.LB",100000000,0
1,"E.UB",100000000,1
2,"E.UB",100000000,1
3,"E.UB",100000000,1
4,"E.UB",100000000,1
5,"E.UB",100000000,1
6,"E.UB",100000000,1
7,"E.UB",100000000,1
8,"E.UB",100000000,1
9,"E.UB",100000000,1
10,"E.UB",100000000,1
11,"E.UB",100000000,1
12,"E.UB",100000000,1
13,"E.UB",100000000,1
14,"E.UB",100000000,1
15,"E.UB",100000000,1
16,"E.UB",100000000,1
17,"E.UB",100000000,1
18,"E.UB",100000000,1
19,"E.UB",100000000,1
20,"E.UB",100000000,1
