"objective","budget","package.deaths","package.che.10","package.che.25","package.deaths.LB","package.che.10.LB","package.deaths.UB","package.che.10.UB","package.deaths.npv","package.E","package.E.LB","package.E.UB"
"delta.deaths.LB",73947368.4210526,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"che.10.LB",73947368.4210526,4342,0.148304124445474,0.104842274160328,2688,0.131045373534634,6205,0.170047175669079,4100,0.104710770470353,-0.564779542786007,0.654519485871029
"delta.deaths.UB",73947368.4210526,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"che.10.UB",73947368.4210526,4342,0.148304124445474,0.104842274160328,2688,0.131045373534634,6205,0.170047175669079,4100,0.104710770470353,-0.564779542786007,0.654519485871029
"delta.deaths.npv",73947368.4210526,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"E",73947368.4210526,4425,0.078787781425314,0.0556851483536947,2817,0.0617614940903973,6224,0.100229022594972,4027,0.340523566930801,-0.519264350882428,0.595978473858056
"E.LB",73947368.4210526,742,0.00522630794184067,0.00179732738001508,452,0.0049422767161079,1077,0.00558665275771182,655,0.112901439099853,0.0231523551615973,0.127873665844092
"E.UB",73947368.4210526,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"delta.deaths",79157894.7368421,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"che.10",79157894.7368421,5358,0.148428927962952,0.104842344514154,3393,0.131150923204205,7475,0.170194580260399,5007,0.0294705779417339,-0.697407970383149,0.731434665173916
"che.25",79157894.7368421,4797,0.148331829217945,0.104854735348962,2826,0.131058059832738,7005,0.170104879260106,4523,0.167351946924746,-0.689199449470196,0.710969143722711
"delta.deaths.LB",79157894.7368421,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"che.10.LB",79157894.7368421,5358,0.148428927962952,0.104842344514154,3393,0.131150923204205,7475,0.170194580260399,5007,0.0294705779417339,-0.697407970383149,0.731434665173916
"delta.deaths.UB",79157894.7368421,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"che.10.UB",79157894.7368421,5101,0.148419214019184,0.104854225273878,3060,0.131131965243587,7327,0.170206719302531,4857,0.0357223101530736,-0.68074892901781,0.767160661762588
"delta.deaths.npv",79157894.7368421,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"E",79157894.7368421,4425,0.078787781425314,0.0556851483536947,2817,0.0617614940903973,6224,0.100229022594972,4027,0.340523566930801,-0.519264350882428,0.595978473858056
"E.LB",79157894.7368421,742,0.00522630794184067,0.00179732738001508,452,0.0049422767161079,1077,0.00558665275771182,655,0.112901439099853,0.0231523551615973,0.127873665844092
"E.UB",79157894.7368421,5902,0.0800044494090694,0.0558596186970043,3605,0.062785541128423,8440,0.101705058391453,5459,0.095668083252625,-0.837787076234975,0.83771433681073
"delta.deaths",84368421.0526316,5991,0.148188891657404,0.10474699905256,3666,0.130902350441056,8561,0.169979175886,5520,0.0811986021733077,-0.836161524244078,0.860893716472063
"che.10",84368421.0526316,5797,0.148453898486741,0.104854245335995,3593,0.13116208215083,8254,0.170247249133991,5356,0.0384223664116474,-0.733465612011688,0.829309349190047
"che.25",84368421.0526316,5414,0.148422011463162,0.104854785719608,3212,0.131133534258949,7834,0.170212414848097,5096,0.0763710585930239,-0.811425125654192,0.860042951225799
"delta.deaths.LB",84368421.0526316,5991,0.148188891657404,0.10474699905256,3666,0.130902350441056,8561,0.169979175886,5520,0.0811986021733077,-0.836161524244078,0.860893716472063
"che.10.LB",84368421.0526316,5797,0.148453898486741,0.104854245335995,3593,0.13116208215083,8254,0.170247249133991,5356,0.0384223664116474,-0.733465612011688,0.829309349190047
"delta.deaths.UB",84368421.0526316,5991,0.148188891657404,0.10474699905256,3666,0.130902350441056,8561,0.169979175886,5520,0.0811986021733077,-0.836161524244078,0.860893716472063
"che.10.UB",84368421.0526316,5797,0.148453898486741,0.104854245335995,3593,0.13116208215083,8254,0.170247249133991,5356,0.0384223664116474,-0.733465612011688,0.829309349190047
"delta.deaths.npv",84368421.0526316,5991,0.148188891657404,0.10474699905256,3666,0.130902350441056,8561,0.169979175886,5520,0.0811986021733077,-0.836161524244078,0.860893716472063
"E",84368421.0526316,4425,0.078787781425314,0.0556851483536947,2817,0.0617614940903973,6224,0.100229022594972,4027,0.340523566930801,-0.519264350882428,0.595978473858056
"E.LB",84368421.0526316,742,0.00522630794184067,0.00179732738001508,452,0.0049422767161079,1077,0.00558665275771182,655,0.112901439099853,0.0231523551615973,0.127873665844092
"E.UB",84368421.0526316,5991,0.148188891657404,0.10474699905256,3666,0.130902350441056,8561,0.169979175886,5520,0.0811986021733077,-0.836161524244078,0.860893716472063
"delta.deaths",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.25",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.LB",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10.LB",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.UB",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10.UB",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.npv",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"E",89578947.368421,4425,0.078787781425314,0.0556851483536947,2817,0.0617614940903973,6224,0.100229022594972,4027,0.340523566930801,-0.519264350882428,0.595978473858056
"E.LB",89578947.368421,742,0.00522630794184067,0.00179732738001508,452,0.0049422767161079,1077,0.00558665275771182,655,0.112901439099853,0.0231523551615973,0.127873665844092
"E.UB",89578947.368421,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.25",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.LB",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10.LB",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.UB",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10.UB",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.npv",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"E",94789473.6842105,4425,0.078787781425314,0.0556851483536947,2817,0.0617614940903973,6224,0.100229022594972,4027,0.340523566930801,-0.519264350882428,0.595978473858056
"E.LB",94789473.6842105,742,0.00522630794184067,0.00179732738001508,452,0.0049422767161079,1077,0.00558665275771182,655,0.112901439099853,0.0231523551615973,0.127873665844092
"E.UB",94789473.6842105,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.25",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.LB",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10.LB",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.UB",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"che.10.UB",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"delta.deaths.npv",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
"E",100000000,4425,0.078787781425314,0.0556851483536947,2817,0.0617614940903973,6224,0.100229022594972,4027,0.340523566930801,-0.519264350882428,0.595978473858056
"E.LB",100000000,742,0.00522630794184067,0.00179732738001508,452,0.0049422767161079,1077,0.00558665275771182,655,0.112901439099853,0.0231523551615973,0.127873665844092
"E.UB",100000000,6011,0.148456674865621,0.104854805755413,3674,0.131163637278231,8599,0.170252724403513,5540,0.0834179946997741,-0.850037164787826,0.877422533444037
